DATE,PLANT_NAME,MATERIAL_NAME,NET_QUANTITY_KT_INBOUND
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0273,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0345,0.01625
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0345,0.0025
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0345,0.01875
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0345,0.01875
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0221,0.005
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0221,0.0175
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0221,0.0225
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0221,0.0075
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0221,0.015
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0221,0.0225
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0221,0.0225
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0221,0.00875
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0221,0.01375
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0122,0.01875
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0122,0.01875
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0250,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0211,0.015125
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0211,0.009625
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0211,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0099,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0099,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0099,0.004125
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0099,0.020625
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0099,0.004125
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0099,0.020625
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0099,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0099,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.015125
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.009625
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.020625
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.004125
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0390,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0390,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0340,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0340,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0340,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0340,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0340,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0340,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0340,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0340,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0174,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0174,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0105,0.012375
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0105,0.012375
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0105,0.0055
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0105,0.01925
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0211,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0303,0.0225
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0303,0.0225
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0303,0.0225
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0303,0.00875
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0303,0.01375
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0303,0.015
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0303,0.0075
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0067,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.00825
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.0165
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.017875
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.006875
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.01375
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.011
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0390,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0390,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0390,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0390,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0390,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0390,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0390,0.012375
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0390,0.012375
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0390,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0340,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0340,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0207,0.012375
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0207,0.012375
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.009625
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.015125
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.00825
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.0165
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.020625
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0234,0.004125
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.0165
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.00825
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.012375
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.012375
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.020625
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.004125
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.009625
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.015125
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.015125
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.009625
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
2024-01-01,SINGAPORE-WAREHOUSE,MAT-0335,0.02475
