MATERIAL_NAME,BATCH_NUMBER,PLANT_NAME,TOTAL_UNRESRICTED_STOCK_TON,TOTAL_STOCK_PER_MATERIAL_TON,PERCENTAGE_SHARE,MONTHS_IN_WAREHOUSE,SHELF_LIFE_IN_MONTH,EXPIRED,FIRST_MONTH_APPEAR,EXPIRE_MONTH,LAST_MONTH_SEEN,INVENTORY_STATUS,MONTH_NOTICE
MAT-0002,N9650A,CHINA-WAREHOUSE,9.4,1821.7,0.52,8,8,False,2023-12,2024-08-01,2024-07,ออกเมื่อ 2024-07,2024-05
MAT-0003,2397,CHINA-WAREHOUSE,36.72,1233.52,2.98,3,2,True,2024-09,2024-11-01,2024-11,ออกเมื่อ 2024-11,2024-08
MAT-0003,3466,CHINA-WAREHOUSE,117.504,1233.52,9.53,3,2,True,2024-06,2024-08-01,2024-12,ยังอยู่,2024-05
MAT-0003,3882,CHINA-WAREHOUSE,235.008,1233.52,19.05,4,2,True,2024-08,2024-10-01,2024-11,ออกเมื่อ 2024-11,2024-07
MAT-0003,4443,CHINA-WAREHOUSE,7.344,1233.52,0.6,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0003,5422,CHINA-WAREHOUSE,117.504,1233.52,9.53,2,2,False,2024-07,2024-09-01,2024-12,ยังอยู่,2024-06
MAT-0003,5541,CHINA-WAREHOUSE,12.24,1233.52,0.99,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0003,5767,CHINA-WAREHOUSE,22.032,1233.52,1.79,3,2,True,2024-09,2024-11-01,2024-11,ออกเมื่อ 2024-11,2024-08
MAT-0003,7795,CHINA-WAREHOUSE,293.488,1233.52,23.79,4,2,True,2023-12,2024-02-01,2024-03,ออกเมื่อ 2024-03,2023-11
MAT-0003,8045,CHINA-WAREHOUSE,391.68,1233.52,31.75,10,2,True,2023-12,2024-02-01,2024-11,ออกเมื่อ 2024-11,2023-11
MAT-0004,V2541A,CHINA-WAREHOUSE,10.4,773.825,1.34,4,3,True,2023-12,2024-03-01,2024-03,ออกเมื่อ 2024-03,2023-12
MAT-0004,V3262A,CHINA-WAREHOUSE,0.15,773.825,0.02,1,3,False,2023-12,2024-03-01,2023-12,ออกเมื่อ 2023-12,2023-12
MAT-0004,V6032A,CHINA-WAREHOUSE,499.5,773.825,64.55,10,3,True,2023-12,2024-03-01,2024-09,ออกเมื่อ 2024-09,2023-12
MAT-0004,V7115A,CHINA-WAREHOUSE,244.175,773.825,31.55,10,3,True,2023-12,2024-03-01,2024-09,ออกเมื่อ 2024-09,2023-12
MAT-0004,V8928C,CHINA-WAREHOUSE,18.0,773.825,2.33,4,3,True,2023-12,2024-03-01,2024-03,ออกเมื่อ 2024-03,2023-12
MAT-0004,V9383A,CHINA-WAREHOUSE,0.125,773.825,0.02,1,3,False,2023-12,2024-03-01,2023-12,ออกเมื่อ 2023-12,2023-12
MAT-0004,V9606A,CHINA-WAREHOUSE,1.475,773.825,0.19,1,3,False,2023-12,2024-03-01,2023-12,ออกเมื่อ 2023-12,2023-12
MAT-0005,L1883A,SINGAPORE-WAREHOUSE,49.5,123.025,40.24,13,5,True,2023-12,2024-05-01,2024-12,ยังอยู่,2024-02
MAT-0005,L7966A,CHINA-WAREHOUSE,0.025,123.025,0.02,1,5,False,2023-12,2024-05-01,2023-12,ออกเมื่อ 2023-12,2024-02
MAT-0005,L8442A,SINGAPORE-WAREHOUSE,73.5,123.025,59.74,7,5,True,2023-12,2024-05-01,2024-06,ออกเมื่อ 2024-06,2024-02
MAT-0006,P6244A,CHINA-WAREHOUSE,11.55,11.55,100.0,3,8,False,2023-12,2024-08-01,2024-02,ออกเมื่อ 2024-02,2024-05
MAT-0007,1016A1325,SINGAPORE-WAREHOUSE,119.625,8376.9,1.43,3,2,True,2024-05,2024-07-01,2024-07,ออกเมื่อ 2024-07,2024-04
MAT-0007,1222A5384,CHINA-WAREHOUSE,319.0,8376.9,3.81,4,2,True,2024-05,2024-07-01,2024-08,ออกเมื่อ 2024-08,2024-04
MAT-0007,1553A8969,CHINA-WAREHOUSE,149.725,8376.9,1.79,2,2,False,2024-01,2024-03-01,2024-02,ออกเมื่อ 2024-02,2023-12
MAT-0007,1656A7712,CHINA-WAREHOUSE,395.75,8376.9,4.72,5,2,True,2024-02,2024-04-01,2024-06,ออกเมื่อ 2024-06,2024-01
MAT-0007,1742A8640,CHINA-WAREHOUSE,115.5,8376.9,1.38,3,2,True,2024-06,2024-08-01,2024-08,ออกเมื่อ 2024-08,2024-05
MAT-0007,1761A6805,CHINA-WAREHOUSE,27.5,8376.9,0.33,2,2,False,2024-02,2024-04-01,2024-03,ออกเมื่อ 2024-03,2024-01
MAT-0007,1838A1145,CHINA-WAREHOUSE,38.5,8376.9,0.46,1,2,False,2024-11,2025-01-01,2024-11,ออกเมื่อ 2024-11,2024-10
MAT-0007,1944A7171,SINGAPORE-WAREHOUSE,24.75,8376.9,0.3,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0007,1960A5372,CHINA-WAREHOUSE,319.0,8376.9,3.81,4,2,True,2024-05,2024-07-01,2024-08,ออกเมื่อ 2024-08,2024-04
MAT-0007,2182A5396,SINGAPORE-WAREHOUSE,1.35,8376.9,0.02,1,2,False,2023-12,2024-02-01,2023-12,ออกเมื่อ 2023-12,2023-11
MAT-0007,2203A7720,CHINA-WAREHOUSE,2.3,8376.9,0.03,1,2,False,2023-12,2024-02-01,2023-12,ออกเมื่อ 2023-12,2023-11
MAT-0007,2287A7488,CHINA-WAREHOUSE,52.1,8376.9,0.62,2,2,False,2024-02,2024-04-01,2024-03,ออกเมื่อ 2024-03,2024-01
MAT-0007,2295A3138,CHINA-WAREHOUSE,297.0,8376.9,3.55,4,2,True,2024-06,2024-08-01,2024-09,ออกเมื่อ 2024-09,2024-05
MAT-0007,2749A7818,CHINA-WAREHOUSE,322.875,8376.9,3.85,6,2,True,2024-02,2024-04-01,2024-07,ออกเมื่อ 2024-07,2024-01
MAT-0007,2962A3535,CHINA-WAREHOUSE,63.25,8376.9,0.76,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0007,2992A8574,CHINA-WAREHOUSE,357.3,8376.9,4.27,4,2,True,2024-02,2024-04-01,2024-05,ออกเมื่อ 2024-05,2024-01
MAT-0007,3156A2561,CHINA-WAREHOUSE,8.25,8376.9,0.1,1,2,False,2024-01,2024-03-01,2024-01,ออกเมื่อ 2024-01,2023-12
MAT-0007,3280A6855,SINGAPORE-WAREHOUSE,16.5,8376.9,0.2,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0007,3724A7129,CHINA-WAREHOUSE,49.5,8376.9,0.59,2,2,False,2024-11,2025-01-01,2024-12,ยังอยู่,2024-10
MAT-0007,3770A5786,CHINA-WAREHOUSE,4.125,8376.9,0.05,1,2,False,2023-12,2024-02-01,2023-12,ออกเมื่อ 2023-12,2023-11
MAT-0007,3781A3273,CHINA-WAREHOUSE,154.75,8376.9,1.85,6,2,True,2024-02,2024-04-01,2024-07,ออกเมื่อ 2024-07,2024-01
MAT-0007,3862A3072,CHINA-WAREHOUSE,15.125,8376.9,0.18,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0007,3932A2476,SINGAPORE-WAREHOUSE,1.275,8376.9,0.02,1,2,False,2023-12,2024-02-01,2023-12,ออกเมื่อ 2023-12,2023-11
MAT-0007,3943A8500,CHINA-WAREHOUSE,153.9,8376.9,1.84,4,2,True,2024-02,2024-04-01,2024-05,ออกเมื่อ 2024-05,2024-01
MAT-0007,4064A2629,CHINA-WAREHOUSE,198.0,8376.9,2.36,4,2,True,2024-06,2024-08-01,2024-09,ออกเมื่อ 2024-09,2024-05
MAT-0007,4233A2349,CHINA-WAREHOUSE,181.5,8376.9,2.17,3,2,True,2024-06,2024-08-01,2024-08,ออกเมื่อ 2024-08,2024-05
MAT-0007,4285A4082,CHINA-WAREHOUSE,275.0,8376.9,3.28,4,2,True,2024-06,2024-08-01,2024-09,ออกเมื่อ 2024-09,2024-05
MAT-0007,4516A8258,CHINA-WAREHOUSE,13.75,8376.9,0.16,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0007,4561A4184,CHINA-WAREHOUSE,26.125,8376.9,0.31,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0007,4561A4184,SINGAPORE-WAREHOUSE,41.25,8376.9,0.49,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0007,4715A4841,SINGAPORE-WAREHOUSE,1.35,8376.9,0.02,1,2,False,2023-12,2024-02-01,2023-12,ออกเมื่อ 2023-12,2023-11
MAT-0007,4769A3273,CHINA-WAREHOUSE,22.0,8376.9,0.26,2,2,False,2024-02,2024-04-01,2024-03,ออกเมื่อ 2024-03,2024-01
MAT-0007,4787A6732,CHINA-WAREHOUSE,362.95,8376.9,4.33,5,2,True,2024-06,2024-08-01,2024-10,ออกเมื่อ 2024-10,2024-05
MAT-0007,5037A1027,CHINA-WAREHOUSE,5.5,8376.9,0.07,1,2,False,2024-11,2025-01-01,2024-11,ออกเมื่อ 2024-11,2024-10
MAT-0007,5152A7243,SINGAPORE-WAREHOUSE,1.475,8376.9,0.02,5,2,True,2023-12,2024-02-01,2024-04,ออกเมื่อ 2024-04,2023-11
MAT-0007,5433A1344,CHINA-WAREHOUSE,49.5,8376.9,0.59,2,2,False,2024-02,2024-04-01,2024-03,ออกเมื่อ 2024-03,2024-01
MAT-0007,5785A9734,CHINA-WAREHOUSE,192.825,8376.9,2.3,7,2,True,2024-06,2024-08-01,2024-12,ยังอยู่,2024-05
MAT-0007,5834A8806,CHINA-WAREHOUSE,34.375,8376.9,0.41,5,2,True,2024-02,2024-04-01,2024-06,ออกเมื่อ 2024-06,2024-01
MAT-0007,5863A8804,CHINA-WAREHOUSE,283.2,8376.9,3.38,4,2,True,2024-02,2024-04-01,2024-05,ออกเมื่อ 2024-05,2024-01
MAT-0007,5877A9443,CHINA-WAREHOUSE,63.25,8376.9,0.76,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0007,5955A8341,CHINA-WAREHOUSE,11.0,8376.9,0.13,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0007,6003A7381,CHINA-WAREHOUSE,24.75,8376.9,0.3,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0007,6031A8099,CHINA-WAREHOUSE,286.0,8376.9,3.41,4,2,True,2024-07,2024-09-01,2024-10,ออกเมื่อ 2024-10,2024-06
MAT-0007,6142A3599,CHINA-WAREHOUSE,323.125,8376.9,3.86,5,2,True,2024-02,2024-04-01,2024-06,ออกเมื่อ 2024-06,2024-01
MAT-0007,6476A4748,CHINA-WAREHOUSE,286.3,8376.9,3.42,5,2,True,2024-04,2024-06-01,2024-08,ออกเมื่อ 2024-08,2024-03
MAT-0007,6665A3640,CHINA-WAREHOUSE,46.75,8376.9,0.56,2,2,False,2024-02,2024-04-01,2024-03,ออกเมื่อ 2024-03,2024-01
MAT-0007,6690A9442,CHINA-WAREHOUSE,376.5,8376.9,4.49,5,2,True,2024-03,2024-05-01,2024-07,ออกเมื่อ 2024-07,2024-02
MAT-0007,6711A4739,CHINA-WAREHOUSE,30.25,8376.9,0.36,1,2,False,2023-12,2024-02-01,2023-12,ออกเมื่อ 2023-12,2023-11
MAT-0007,7032A1944,CHINA-WAREHOUSE,84.475,8376.9,1.01,7,2,True,2023-12,2024-02-01,2024-06,ออกเมื่อ 2024-06,2023-11
MAT-0007,7119A2974,CHINA-WAREHOUSE,99.0,8376.9,1.18,4,2,True,2024-02,2024-04-01,2024-05,ออกเมื่อ 2024-05,2024-01
MAT-0007,7142A2475,SINGAPORE-WAREHOUSE,16.2,8376.9,0.19,3,2,True,2023-12,2024-02-01,2024-02,ออกเมื่อ 2024-02,2023-11
MAT-0007,7189A8908,CHINA-WAREHOUSE,33.0,8376.9,0.39,4,2,True,2024-04,2024-06-01,2024-07,ออกเมื่อ 2024-07,2024-03
MAT-0007,7434A5730,CHINA-WAREHOUSE,33.0,8376.9,0.39,3,2,True,2024-05,2024-07-01,2024-07,ออกเมื่อ 2024-07,2024-04
MAT-0007,7678A4469,CHINA-WAREHOUSE,145.525,8376.9,1.74,3,2,True,2024-02,2024-04-01,2024-04,ออกเมื่อ 2024-04,2024-01
MAT-0007,7866A6220,CHINA-WAREHOUSE,26.125,8376.9,0.31,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0007,8061A7466,CHINA-WAREHOUSE,20.625,8376.9,0.25,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0007,8078A2201,CHINA-WAREHOUSE,23.375,8376.9,0.28,1,2,False,2024-01,2024-03-01,2024-01,ออกเมื่อ 2024-01,2023-12
MAT-0007,8142A8788,CHINA-WAREHOUSE,15.125,8376.9,0.18,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0007,8530A8381,CHINA-WAREHOUSE,121.0,8376.9,1.44,4,2,True,2024-06,2024-08-01,2024-09,ออกเมื่อ 2024-09,2024-05
MAT-0007,8553A8998,CHINA-WAREHOUSE,11.0,8376.9,0.13,1,2,False,2024-11,2025-01-01,2024-11,ออกเมื่อ 2024-11,2024-10
MAT-0007,8608A7116,CHINA-WAREHOUSE,166.375,8376.9,1.99,4,2,True,2024-05,2024-07-01,2024-08,ออกเมื่อ 2024-08,2024-04
MAT-0007,8686A6295,SINGAPORE-WAREHOUSE,8.25,8376.9,0.1,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0007,8714A1039,CHINA-WAREHOUSE,144.375,8376.9,1.72,5,2,True,2024-02,2024-04-01,2024-06,ออกเมื่อ 2024-06,2024-01
MAT-0007,8751A3837,CHINA-WAREHOUSE,176.0,8376.9,2.1,4,2,True,2024-05,2024-07-01,2024-08,ออกเมื่อ 2024-08,2024-04
MAT-0007,8767A2592,SINGAPORE-WAREHOUSE,1.35,8376.9,0.02,1,2,False,2023-12,2024-02-01,2023-12,ออกเมื่อ 2023-12,2023-11
MAT-0007,8816A4375,CHINA-WAREHOUSE,63.25,8376.9,0.76,1,2,False,2024-11,2025-01-01,2024-11,ออกเมื่อ 2024-11,2024-10
MAT-0007,9000A3015,CHINA-WAREHOUSE,319.0,8376.9,3.81,4,2,True,2024-06,2024-08-01,2024-09,ออกเมื่อ 2024-09,2024-05
MAT-0007,9200A1763,CHINA-WAREHOUSE,99.0,8376.9,1.18,4,2,True,2024-06,2024-08-01,2024-09,ออกเมื่อ 2024-09,2024-05
MAT-0007,9324A9638,CHINA-WAREHOUSE,9.625,8376.9,0.11,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0007,9328A1337,CHINA-WAREHOUSE,1.375,8376.9,0.02,1,2,False,2024-02,2024-04-01,2024-02,ออกเมื่อ 2024-02,2024-01
MAT-0007,9334A2859,CHINA-WAREHOUSE,53.625,8376.9,0.64,3,2,True,2024-02,2024-04-01,2024-04,ออกเมื่อ 2024-04,2024-01
MAT-0007,9357A9820,CHINA-WAREHOUSE,82.5,8376.9,0.98,1,2,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0007,9553A1762,SINGAPORE-WAREHOUSE,1.3,8376.9,0.02,1,2,False,2023-12,2024-02-01,2023-12,ออกเมื่อ 2023-12,2023-11
MAT-0007,9756A6177,CHINA-WAREHOUSE,16.5,8376.9,0.2,3,2,True,2024-05,2024-07-01,2024-07,ออกเมื่อ 2024-07,2024-04
